Uttar Pradesh, Azamgarh,2010,6.6,4.5,0,0,5,44.6,162,263.7,334.5,17.3,6.9,0,845.1
Uttar Pradesh, Badaun,2004,65.8,0,0,0,0,87.9,118.2,69.3,43.6,42,0,N.A.,N.A.
Uttar Pradesh, Badaun,2005,4,N.A.,0,N.A.,0.7,94.1,345.2,96.5,272.2,0,0,N.A.,N.A.
Uttar Pradesh, Badaun,2006,0,N.A.,N.A.,6.5,50.7,98.6,325.5,113.8,49.5,0,1.6,0,N.A.
Uttar Pradesh, Badaun,2007,0,101.4,37.3,0,13.5,91.5,207.8,176.8,37.5,0,N.A.,N.A.,N.A.
Uttar Pradesh, Badaun,2008,N.A.,N.A.,N.A.,N.A.,43.7,193.2,430.8,350.7,87.9,3,0.6,0,N.A.
Uttar Pradesh, Badaun,2009,0,0,N.A.,13.4,16,0,154.6,296.2,102.5,71,22.6,3.3,N.A.
Uttar Pradesh, Badaun,2010,1.6,8.6,1.6,0,1.6,2,219.3,269.8,230.1,0,12,13,759.6
Uttar Pradesh, Baghpat,2004,13,0,0,43,57,18.8,2,190.6,8.4,62,0,0,394.8
Uttar Pradesh, Baghpat,2005,13.4,62.6,15,0,4.6,64.7,214.7,18.4,321,0,0,N.A.,N.A.
Uttar Pradesh, Baghpat,2006,0.1,0,49.4,3,20.6,76.9,140.7,28,115.6,30,3,0,467.3
Uttar Pradesh, Baghpat,2007,2,74.5,75,0,12.2,139.6,132.6,55.4,121.2,0,N.A.,N.A.,N.A.
Uttar Pradesh, Baghpat,2008,0,0,0,13.4,131.6,153.5,199.8,288.8,61.4,0,6.2,N.A.,N.A.
Uttar Pradesh, Baghpat,2009,0,0,N.A.,N.A.,61.8,21,321.3,100.8,223.9,0,0,0,N.A.
Uttar Pradesh, Baghpat,2010,1.8,11.4,0,0,1.6,22.4,172.9,336.7,351.1,6.4,0,5,909.3
Uttar Pradesh, Bahraich,2004,49.2,0,0,12.4,78.6,237,396.8,132.2,220.6,72.3,0,0,1199.1
Uttar Pradesh, Bahraich,2005,24.5,27.9,2,4.2,31.9,92.7,493.5,356,207.6,62,0,0.6,1302.9
Uttar Pradesh, Bahraich,2006,0,0,19,2.9,74.6,186.2,376.5,230.9,25.6,23.9,1.1,12,952.7
Uttar Pradesh, Bahraich,2007,0,76.6,27.2,10.5,165.8,70.6,477.6,340.8,290.8,24.3,0,0.1,1484.3
Uttar Pradesh, Bahraich,2008,5.8,5.6,0,21,23.5,209.2,369.9,268.8,331.6,34.1,0,0,1269.5
Uttar Pradesh, Bahraich,2009,N.A.,1.4,0.2,0.2,144.9,100.3,235.1,349.1,170.2,214.2,1.2,1.8,N.A.
Uttar Pradesh, Bahraich,2010,0,17.7,0,0,21.8,71.6,335.1,245,149.6,4.4,0.4,0,845.6
